,ID,URL,小区名称,城市,区域,片区,参考均价,建筑年代,总栋数,总户数,开发商,物业费,物业公司,建筑类型,地址
0,1611061694252,http://cd.lianjia.com/xiaoqu/1611061694252,成功红树林,成都,锦江,东光,9841,2014年建成,5栋,813户,四川成功企业发展有限公司,2.4元/平米/月,私人承办物业,板楼,(锦江东光小区)晨辉东路301号
0,1611057775151,http://cd.lianjia.com/xiaoqu/1611057775151,育才都市家园二期,成都,锦江,东光,13749,2006年建成,13栋,820户,四川嘉祥房地产开发有限公司 ,1.2元/平米/月,成都忠信物业管理有限公司,塔楼/板楼,(锦江东光小区)晨辉路108号
0,1611058922197,http://cd.lianjia.com/xiaoqu/1611058922197,蓝光时代华章,成都,锦江,合江亭,15559,2003年建成,1栋,603户,四川蓝光集团,1.5元/平米/月,四川蓝光物业管理有限公司,塔楼,(锦江合江亭)东大街188号
0,1611042020486,http://cd.lianjia.com/xiaoqu/1611042020486,国润天骄,成都,锦江,莲花,10738,2007年建成,1栋,488户,成都国润置业有限公司,1.2元/平米/月,成都合力物业服务有限公司,板楼,(锦江莲花)工农院街130号
0,3011054505330,http://cd.lianjia.com/xiaoqu/3011054505330,青房云上一期,成都,锦江,静居寺,13850,2003年建成,3栋,576户,成都青年房产有限责任公司,1.5元/平米/月,私人承办物业,塔楼/板楼,(锦江静居寺)净居寺西街111号
0,1611060790384,http://cd.lianjia.com/xiaoqu/1611060790384,泰华大厦,成都,锦江,盐市口,15414,1999年建成,1栋,746户,无开发商,1.8元/平米/月,街道办事处（委员会）代管物业,板楼,(锦江盐市口)东大街上东大街段118号
0,1611058922733,http://cd.lianjia.com/xiaoqu/1611058922733,蓝光郁金香花园广场,成都,锦江,合江亭,12450,2006年建成,1栋,408户,四川蓝光和骏实业股份有限公司,1元/平米/月,成都忠信物业管理有限公司,板楼,(锦江合江亭)东大街下东大街段36号
0,167305930748357,http://cd.lianjia.com/xiaoqu/167305930748357,绿地468公馆三期,成都,锦江,三圣乡,10248,2015年建成,8栋,1274户,绿地集团蜀峰房地产开发有限公司,2.8元/平米/月,成都嘉诚新悦物业管理有限公司,板楼/塔板结合,(锦江三圣乡)芙蓉西路707号
0,168420324553067,http://cd.lianjia.com/xiaoqu/168420324553067,锦江逸家,成都,锦江,卓锦城,15864,2015年建成,8栋,1221户,成都国嘉志得置业有限公司,2.5至8元/平米/月,四川省国嘉物业服务有限公司,板楼/塔板结合,(锦江卓锦城)茶花街106号
0,3011053119964,http://cd.lianjia.com/xiaoqu/3011053119964,银杏森林,成都,锦江,琉璃场,9748,2006年建成,12栋,597户,无开发商,0.5至2元/平米/月,成都银杏物业有限公司,板楼/塔板结合,(锦江琉璃场)琉三路16号
0,1611041754284,http://cd.lianjia.com/xiaoqu/1611041754284,新沙河阳光水岸,成都,锦江,攀成钢,14143,2005年建成,10栋,693户,成都江东置业有限公司,0.8元/平米/月,成都和锦物业管理有限公司,板楼,(锦江攀成钢)牛沙路76号
0,3011053555256,http://cd.lianjia.com/xiaoqu/3011053555256,爱丁郡院,成都,锦江,川师,12671,2009年建成,5栋,684户,四川省辉皇富源科技开发有限公司,1.5元/平米/月,成都欣立物业服务有限公司,塔楼/板楼,(锦江川师)菱窠路300号
0,1611059674595,http://cd.lianjia.com/xiaoqu/1611059674595,缤舍,成都,锦江,盐市口,12184,2008年建成,1栋,492户,"成都成房置业有限公司,成房置业有限公司",2元/平米/月,业主自筹物业,板楼,(锦江盐市口)岳府街38号
0,1611041503471,http://cd.lianjia.com/xiaoqu/1611041503471,星城银座,成都,锦江,合江亭,12990,2003年建成,1栋,449户,无开发商,1.5元/平米/月,街道办事处（委员会）代管物业,板楼,(锦江合江亭)龙王庙正街25号
0,1611059178365,http://cd.lianjia.com/xiaoqu/1611059178365,宜家HOME,成都,锦江,红星路,20871,2000年建成,1栋,322户,成都合力达房产开发有限公司,1.5元/平米/月,成都通顺物业管理有限责任公司,板楼/塔板结合,(锦江红星路)东安北路20号
0,3011053385423,http://cd.lianjia.com/xiaoqu/3011053385423,蓝谷地三四期,成都,锦江,蓝谷地,10127,2008年建成,9栋,946户,成都融创国嘉置业有限公司,1.5元/平米/月,四川威德酒店物业管理有限公司,板楼,(锦江蓝谷地)合欢树街1500号
0,3011053557417,http://cd.lianjia.com/xiaoqu/3011053557417,比华利国际城二期,成都,锦江,川师,14086,2011年建成,9栋,1462户,成都佳宏房地产开发有限公司,1.8元/平米/月,四川佳宏物业管理有限公司,板楼,(锦江川师)宏济路220号
0,1611060753678,http://cd.lianjia.com/xiaoqu/1611060753678,都市驿站,成都,锦江,盐市口,18614,2003年建成,1栋,562户,无开发商,暂无信息,街道办事处（委员会）代管物业,塔板结合,(锦江盐市口)东大街上东大街段2号
0,3011053927132,http://cd.lianjia.com/xiaoqu/3011053927132,世代锦江华宅,成都,锦江,盐市口,15187,2005年建成,4栋,598户,暂无信息,2元/平米/月,街道办事处（委员会）代管物业,板楼,"(锦江盐市口)下南大街59号, 滨江西路8号"
0,3011053878390,http://cd.lianjia.com/xiaoqu/3011053878390,交大绿岭一期,成都,锦江,静居寺,13158,2009年建成,3栋,1018户,成都交大房产开发有限责任公司,1.5元/平米/月,成都交大智能物业管理有限公司,塔楼/板楼,(锦江静居寺)观音桥55号
0,1611059497834,http://cd.lianjia.com/xiaoqu/1611059497834,萧邦,成都,锦江,盐市口,13214,2008年建成,1栋,329户,无开发商,2元/平米/月,四川申安物业有限公司,塔楼/板楼,(锦江盐市口)和平街19号
0,1611059028299,http://cd.lianjia.com/xiaoqu/1611059028299,上锦美地,成都,锦江,红星路,14145,2010年建成,1栋,553户,无开发商,1.5元/平米/月,街道办事处（委员会）代管物业,塔楼,(锦江红星路)玉皇观街3号
0,1611041510123,http://cd.lianjia.com/xiaoqu/1611041510123,东恒国际,成都,锦江,九眼桥,9736,2007年建成,3栋,861户,四川蓝光和骏实业股份有限公司,1.3元/平米/月,成都嘉宝商业物业经营管理有限公司,塔楼/塔板结合,(锦江九眼桥)一环路东五段108号
0,1611043571174,http://cd.lianjia.com/xiaoqu/1611043571174,时代豪庭二期,成都,锦江,合江亭,21781,2010年建成,3栋,264户,龙茂房地产开发（成都）有限公司,3元/平米/月,成都天府时代广场物业管理有限公司,板楼/塔板结合,(锦江合江亭)东大街芷泉段88号
0,1611047607016,http://cd.lianjia.com/xiaoqu/1611047607016,锦蓉佳苑,成都,锦江,三圣乡,13870,2014年建成,10栋,2193户,四川开成置业有限公司,4元/平米/月,成都安吉物业服务有限责任公司,板楼/塔板结合,(锦江三圣乡)香樟大道百日红中路506号
0,1611043168062,http://cd.lianjia.com/xiaoqu/1611043168062,上行汇锦,成都,锦江,合江亭,13986,2009年建成,1栋,466户,无开发商,1.5元/平米/月,街道办事处（委员会）代管物业,塔板结合,(锦江合江亭)点将台东街89号
0,1611062265394,http://cd.lianjia.com/xiaoqu/1611062265394,绿野天城,成都,锦江,攀成钢,10555,2005年建成,1栋,842户,四川天恒房地产开发有限责任公司,1.2至5元/平米/月,四川达义绿野物业管理公司,板楼/塔板结合,(锦江攀成钢)净居寺路22号
0,3011052700023,http://cd.lianjia.com/xiaoqu/3011052700023,柳江新居五期,成都,锦江,琉璃场,8425,2010年建成,6栋,1319户,成都市中锦建设投资有限责任公司,1元/平米/月,私人承办物业,塔楼/板楼,(锦江琉璃场)琉璃一街76号
0,3011053478981,http://cd.lianjia.com/xiaoqu/3011053478981,比华利国际城三期,成都,锦江,川师,11485,2014年建成,6栋,1182户,成都佳宏房地产开发有限公司,2.2元/平米/月,四川佳宏物业管理有限公司,板楼,(锦江川师)佳宏北路39号
0,3011053459346,http://cd.lianjia.com/xiaoqu/3011053459346,康郡,成都,锦江,东光,15661,2006年建成,32栋,1242户,成都东方名园房地产有限公司,1.2至1.8元/平米/月,私人承办物业,板楼/塔板结合,(锦江东光小区)锦华路二段36号
0,168305779945048,http://cd.lianjia.com/xiaoqu/168305779945048,天誉南庭,成都,锦江,攀成钢,21170,2016年建成,7栋,805户,成都市宏誉房地产开发有限公司,3元/平米/月,广州市宁骏物业管理有限公司成都分公司,塔楼/板楼,(锦江攀成钢)汇泉东路88号
0,1611057996834,http://cd.lianjia.com/xiaoqu/1611057996834,蓝谷地一二期,成都,锦江,蓝谷地,10550,2006年建成,23栋,1117户,成都融创国嘉置业有限公司,1.5元/平米/月,四川威德酒店物业管理有限公司,塔楼/板楼/塔板结合,(锦江蓝谷地)静宁路9号
0,1611043344612,http://cd.lianjia.com/xiaoqu/1611043344612,金府花园,成都,锦江,合江亭,13732,2004年建成,1栋,368户,无开发商,1.5元/平米/月,四川大陆英联华物业管理有限公司,板楼,(锦江合江亭)天仙桥北路10号
0,1611041515481,http://cd.lianjia.com/xiaoqu/1611041515481,正成财富ID,成都,锦江,盐市口,11957,2005年建成,2栋,1105户,成都市正成投资开发有限公司,2至3.8元/平米/月,业主自筹物业,板楼/塔板结合,(锦江盐市口)梓橦西街2号
0,1611043101025,http://cd.lianjia.com/xiaoqu/1611043101025,锦江东湖花园,成都,锦江,三官堂,18015,2006年建成,14栋,260户,中房集团成都房地产开发总公司,1.5元/平米/月,成都市聚鹏物业发展有限公司,塔楼/板楼,(锦江三官堂)河心路1号
0,3011053582336,http://cd.lianjia.com/xiaoqu/3011053582336,望江水岸,成都,锦江,沙河堡,12614,2010年建成,4栋,661户,无开发商,1.2元/平米/月,私人承办物业,塔楼,(锦江沙河堡)马家沟99号
0,1611041434822,http://cd.lianjia.com/xiaoqu/1611041434822,SOHO我的寓所,成都,锦江,合江亭,13904,2002年建成,1栋,283户,四川怡和置业有限公司,1.8元/平米/月,四川华怡科尔酒店物业管理有限公司,塔板结合,(锦江合江亭)天仙桥北路1号
0,1611041519968,http://cd.lianjia.com/xiaoqu/1611041519968,莲花新区,成都,锦江,莲花,10867,2002年建成,13栋,1065户,四川省国嘉地产有限公司,0.7元/平米/月,成都市嘉怡物业管理有限责任公司,板楼,"(锦江莲花)莲花中路1号, 莲花北路6号"
0,1611060162404,http://cd.lianjia.com/xiaoqu/1611060162404,滨江中路1号,成都,锦江,盐市口,20415,1992年建成,10栋,508户,无开发商,暂无信息,街道办事处（委员会）代管物业,塔楼/板楼,(锦江盐市口)滨江中路1号
0,1611046960933,http://cd.lianjia.com/xiaoqu/1611046960933,九龙仓擎天半岛,成都,锦江,水碾河,17237,2013年建成,3栋,242户,香港九龙仓集团,4元/平米/月,成都九龙仓物业管理公司,塔楼,(锦江水碾河)东大街锦东路399号
0,3011053920649,http://cd.lianjia.com/xiaoqu/3011053920649,静居嘉苑,成都,锦江,静居寺,13217,2016年建成,16栋,784户,成都青年房产有限责任公司,1.2元/平米/月,成都利丰物业有限公司,板楼,(锦江静居寺)锦华路一段65号
0,3011053088059,http://cd.lianjia.com/xiaoqu/3011053088059,金象嘉园,成都,锦江,东光,8070,2003年建成,28栋,1470户,成都市民用建筑统一建设办公室,0.5元/平米/月,业主自筹物业,板楼,(锦江东光小区)晨辉北路16号
0,3011053097816,http://cd.lianjia.com/xiaoqu/3011053097816,香江花园,成都,锦江,东光,9805,2003年建成,14栋,652户,成都市民用建筑统一建设办公室,0.5元/平米/月,业主自筹物业,板楼/平房,(锦江东光小区)琉璃路661号
0,1611041510821,http://cd.lianjia.com/xiaoqu/1611041510821,钢管厂五区,成都,锦江,莲花,9731,2000年建成,84栋,4746户,无开发商,0.3元/平米/月,业主自筹物业,塔楼/板楼,(锦江莲花)海椒市街15号
0,1611041510560,http://cd.lianjia.com/xiaoqu/1611041510560,东润风尚,成都,锦江,静居寺,9799,2006年建成,2栋,503户,无开发商,1元/平米/月,私人承办物业,塔楼/板楼,(锦江静居寺)净居寺南街54号
0,1611041520715,http://cd.lianjia.com/xiaoqu/1611041520715,莲花新一区,成都,锦江,莲花,10273,2001年建成,16栋,1429户,无开发商,0.2至1元/平米/月,成都金房物业服务有限公司,塔楼/板楼,(锦江莲花)莲花中路1号
0,1611061117186,http://cd.lianjia.com/xiaoqu/1611061117186,大地城市脉搏,成都,锦江,盐市口,16430,2004年建成,2栋,365户,四川大成建设开发有限公司,3元/平米/月,香港戴德梁行物业管理公司,塔楼/板楼,(锦江盐市口)大业路16号
0,1611041576361,http://cd.lianjia.com/xiaoqu/1611041576361,朝阳逸景,成都,锦江,莲花,12393,2014年建成,3栋,311户,四川朝阳房地产开发有限责任公司,1.3元/平米/月,四川昌达物业管理有限责任公司,板楼,(锦江莲花)莲花西路76号
0,1611062710807,http://cd.lianjia.com/xiaoqu/1611062710807,锦江国际花园,成都,锦江,川师,11315,2014年建成,7栋,2503户,成都中铁建锦城投资有限公司,2.6元/平米/月,中国铁建物业管理有限公司成都分公司,塔楼/板楼,(锦江川师)锦绣大道355号
0,1611044656331,http://cd.lianjia.com/xiaoqu/1611044656331,尖东旺座一期,成都,锦江,水碾河,8748,2004年建成,3栋,445户,成都市锦江区统一建设办公室,0.8至1.2元/平米/月,业主自筹物业,板楼,(锦江水碾河)二环路东四段36号
0,1611060729372,http://cd.lianjia.com/xiaoqu/1611060729372,锦东庭院,成都,锦江,沙河堡,13614,2013年建成,15栋,3076户,无开发商,1.5元/平米/月,私人承办物业,塔楼,(锦江沙河堡)下沙河铺44号
0,1611043127332,http://cd.lianjia.com/xiaoqu/1611043127332,成龙花园,成都,锦江,攀成钢,9275,2004年建成,14栋,597户,成都新东方置业有限责任公司,0.5元/平米/月,街道办事处（委员会）代管物业,板楼,(锦江攀成钢)牛沙后街43号
0,3011053572471,http://cd.lianjia.com/xiaoqu/3011053572471,金象花园3期,成都,锦江,东光,8980,2003年建成,10栋,828户,四川省国嘉地产有限公司,0.5元/平米/月,英联华（香港）物业管理有限公司,板楼,(锦江东光小区)晨辉路1号
0,3011054502804,http://cd.lianjia.com/xiaoqu/3011054502804,青房云上二期,成都,锦江,静居寺,14437,2007年建成,5栋,247户,无开发商,1.5元/平米/月,业主自筹物业,塔楼/板楼,(锦江静居寺)净居寺西街277号
0,1611043058189,http://cd.lianjia.com/xiaoqu/1611043058189,天紫界,成都,锦江,九眼桥,14494,2011年建成,2栋,2032户,成都永信房地产开发有限公司,2.2元/平米/月,成都永信泰商业管理有限公司,板楼/塔板结合,(锦江九眼桥)一环路东五段46号
0,3011053450322,http://cd.lianjia.com/xiaoqu/3011053450322,上东锦城B区,成都,锦江,蓝谷地,8965,2008年建成,2栋,556户,成都锦绣岷江城市建设开发有限公司,1.2元/平米/月,成都花园物业管理有限公司,板楼,(锦江蓝谷地)静祥路46号
0,1611057781444,http://cd.lianjia.com/xiaoqu/1611057781444,育才都市家园三期,成都,锦江,东光,13612,2006年建成,4栋,360户,四川嘉祥房地产开发有限公司 ,1至1.2元/平米/月,四川忠信物业管理有限公司,塔楼/板楼,(锦江东光小区)晨辉路166号
0,3011053631544,http://cd.lianjia.com/xiaoqu/3011053631544,长城锦苑,成都,锦江,红星路,10792,2007年建成,8栋,1648户,四川兴业投资有限公司,1元/平米/月,四川瑞信物业管理有限公司,塔楼/塔板结合,(锦江红星路)华星路2号
0,1611043101399,http://cd.lianjia.com/xiaoqu/1611043101399,锦上花,成都,锦江,合江亭,14423,2004年建成,1栋,308户,成都花样年置富房地产开发有限公司,1.2元/平米/月,街道办事处（委员会）代管物业,板楼,(锦江合江亭)锦江区大川巷8号
0,1611043094092,http://cd.lianjia.com/xiaoqu/1611043094092,华都美林湾,成都,锦江,三圣乡,10870,2012年建成,16栋,4155户,四川华都置业有限公司,3元/平米/月,成都合力物业服务有限公司,塔楼/塔板结合,(锦江三圣乡)白桦林路29号
0,1611063461001,http://cd.lianjia.com/xiaoqu/1611063461001,华润凯旋天地,成都,锦江,川师,12918,2015年建成,5栋,1181户,成都锦兴华润置地有限公司,3.2元/平米/月,华润置地（成都）物业服务有限公司,塔楼/板楼,(锦江川师)中环锦绣大道菱窠路口华润凯旋天地
0,1611047641103,http://cd.lianjia.com/xiaoqu/1611047641103,东洪广厦,成都,锦江,三圣乡,8570,2012年建成,11栋,3412户,无开发商,0.5元/平米/月,成都成房物业有限公司,板楼/塔板结合,(锦江三圣乡)榆钱街331号
